ifc_type                  , category              , family_name                              , kbims_code, family                                                                                                                              , type                                                                                                                                , type_id
                          , Furniture             , PF591-대변기용 장애인 손잡이(T자 고정식) , E713      , PF591-대변기용 장애인 손잡이(T자 고정식): PF591-대변기용 장애인 손잡이(T자 고정식)                                                  , PF591-대변기용 장애인 손잡이(T자 고정식): PF591-대변기용 장애인 손잡이(T자 고정식)                                                  , PF591-대변기용 장애인 손잡이(T자 고정식): PF591-대변기용 장애인 손잡이(T자 고정식)
IfcIfcFlowTerminal        , Plumbing Fixtures     , PF213-스톨형 소변기                      , E71215    , PF213-스톨형 소변기: PF213-스톨형 소변기                                                                                            , PF213-스톨형 소변기: PF213-스톨형 소변기                                                                                            , PF213-스톨형 소변기: PF213-스톨형 소변기
                          , Walls                 , Basic Wall                               , E24       , "Basic Wall: A2-22-02A-압출스치로품, BRACKET(STEEL), ALC블록 (150mm)"                                                               , "Basic Wall: A2-22-02A-압출스치로품, BRACKET(STEEL), ALC블록 (150mm)"                                                               , "Basic Wall: A2-22-02A-압출스치로품, BRACKET(STEEL), ALC블록 (150mm)"
                          , Floors                , Floor                                    , E251      , Floor: SL110-철근콘크리트구조 바닥_B2-1S3_THK150                                                                                    , Floor: SL110-철근콘크리트구조 바닥_B2-1S3_THK150                                                                                    , Floor: SL110-철근콘크리트구조 바닥_B2-1S3_THK150
                          , Structural Framing    , BM110-철근콘크리트구조 보                , E23       , BM110-철근콘크리트구조 보: BM110-철근 콘크리트구조 보_2-10B4_400 x 400                                                              , BM110-철근콘크리트구조 보: BM110-철근 콘크리트구조 보_2-10B4_400 x 400                                                              , BM110-철근콘크리트구조 보: BM110-철근 콘크리트구조 보_2-10B4_400 x 400
IfcIfcBeam                , Structural Framing    , BM110-철근콘크리트구조 보                , E23       , BM110-철근콘크리트구조 보: BM110-철근 콘크리트구조 보_RG12_600 x 500                                                                , BM110-철근콘크리트구조 보: BM110-철근 콘크리트구조 보_RG12_600 x 500                                                                , BM110-철근콘크리트구조 보: BM110-철근 콘크리트구조 보_RG12_600 x 500
IfcIfcWall                , Walls                 , Basic Wall                               , E24       , Basic Wall: WA110-철근콘크리트구조 벽_RaW1_T300                                                                                     , Basic Wall: WA110-철근콘크리트구조 벽_RaW1_T300                                                                                     , Basic Wall: WA110-철근콘크리트구조 벽_RaW1_T300
IfcIfcColumn              , Structural Columns    , CL111-철근콘크리트구조 기둥 (각형)       , E22       , CL111-철근콘크리트구조 기둥 (각형): CL111-철근콘크리트구조 기둥 (각형)_B2-1C2_800x900                                               , CL111-철근콘크리트구조 기둥 (각형): CL111-철근콘크리트구조 기둥 (각형)_B2-1C2_800x900                                               , CL111-철근콘크리트구조 기둥 (각형): CL111-철근콘크리트구조 기둥 (각형)_B2-1C2_800x900
                          , Structural Columns    , CL111-철근콘크리트구조 기둥 (각형)       , E22       , CL111-철근콘크리트구조 기둥 (각형): CL111-철근콘크리트구조 기둥 (각형)_B2-1C2_800x900                                               , CL111-철근콘크리트구조 기둥 (각형): CL111-철근콘크리트구조 기둥 (각형)_B2-1C2_800x900                                               , CL111-철근콘크리트구조 기둥 (각형): CL111-철근콘크리트구조 기둥 (각형)_B2-1C2_800x900
IfcIfcBeam                , Structural Framing    , BM110-철근콘크리트구조 보                , E23       , BM110-철근콘크리트구조 보: BM110-철근 콘크리트구조 보_1WG2_400 x 850                                                                , BM110-철근콘크리트구조 보: BM110-철근 콘크리트구조 보_1WG2_400 x 850                                                                , BM110-철근콘크리트구조 보: BM110-철근 콘크리트구조 보_1WG2_400 x 850
IfcIfcMember              , Curtain Wall Mullions , 직사각형 멀리언                          , E336      , 직사각형 멀리언: CW200-직사각형 멀리언 100 x 100mm                                                                                  , 직사각형 멀리언: CW200-직사각형 멀리언 100 x 100mm                                                                                  , 직사각형 멀리언: CW200-직사각형 멀리언 100 x 100mm
IfcIfcDoor                , Doors                 , DR872-샤프트 점검구(스테인리스 스틸)     , E331      , DR872-샤프트 점검구(스테인리스 스틸): DR872-샤프트 점검구(스테인리스 스틸)_SD3_650*1600                                             , DR872-샤프트 점검구(스테인리스 스틸): DR872-샤프트 점검구(스테인리스 스틸)_SD3_650*1600                                             , DR872-샤프트 점검구(스테인리스 스틸): DR872-샤프트 점검구(스테인리스 스틸)_SD3_650*1600
IfcIfcFurnishingElement   , Furniture             , FN113-소파(2인용)                        , E81       , FN113-소파(2인용): FN113-소파(2인용) 1460x850                                                                                       , FN113-소파(2인용): FN113-소파(2인용) 1460x850                                                                                       , FN113-소파(2인용): FN113-소파(2인용) 1460x850
IfcIfcBeam                , Structural Framing    , BM110-철근콘크리트구조 보                , E23       , BM110-철근콘크리트구조 보: BM110-철근 콘크리트구조 보_1B4(역보)_300 x 1500                                                          , BM110-철근콘크리트구조 보: BM110-철근 콘크리트구조 보_1B4(역보)_300 x 1500                                                          , BM110-철근콘크리트구조 보: BM110-철근 콘크리트구조 보_1B4(역보)_300 x 1500
IfcIfcSlab                , Floors                , Floor                                    , E251      , Floor: SL110-철근콘크리트구조 바닥_PRS2_THK150                                                                                      , Floor: SL110-철근콘크리트구조 바닥_PRS2_THK150                                                                                      , Floor: SL110-철근콘크리트구조 바닥_PRS2_THK150
